"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","Condition.Norm","Condition.Feedr","Condition.PosN","Condition.Artery","Condition.RRAe","Condition.RRNn","Condition.RRAn","Condition.PosA","Condition.RRNe","LotSide","BsmtUnfPercent","LowQualFinPresence"
21,60,"RL",101,14215,"Pave","None","IR1","Lvl","Corner","Gtl","NridgHt","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","BrkFace","380",3,2,"PConc",4,2,2,"Unf",0,"Unf",0,1158,"GasA","Ex","Y","3",1158,1218,0,0,0,3,1,4,1,3,9,0,1,3,"BuiltIn",2005,3,853,2,2,2,240,154,0,0,0,0,-1,"None",0,11,2006,"New","Partial",325300,2,0,0,0,0,0,0,0,0,119.226674867665,1,FALSE
22,45,"RM",57,7449,"Pave","Grvl","Reg","Bnk","Inside","Gtl","IDOTRR","1Fam","1.5Unf",7,7,1930,1950,"Gable","CompShg","Wd Sdng","None","0",2,2,"PConc",2,2,0,"Unf",0,"Unf",0,637,"GasA","Ex","Y","1",1108,0,0,0,0,1,0,3,1,3,6,0,1,3,"Attchd",1930,1,280,2,2,0,0,0,205,0,0,0,-1,"GdPrv",0,6,2007,"WD","Normal",139400,2,0,0,0,0,0,0,0,0,86.3075894692929,1,FALSE
23,20,"RL",75,9742,"Pave","None","Reg","Lvl","Inside","Gtl","CollgCr","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","VinylSd","BrkFace","281",3,2,"PConc",3,2,0,"Unf",0,"Unf",0,1777,"GasA","Ex","Y","3",1795,0,0,0,0,2,0,3,1,3,7,0,1,3,"Attchd",2002,2,534,2,2,2,171,159,0,0,0,0,-1,"None",0,9,2008,"WD","Normal",230000,2,0,0,0,0,0,0,0,0,98.701570402907,1,FALSE
24,120,"RM",44,4224,"Pave","None","Reg","Lvl","Inside","Gtl","MeadowV","TwnhsE","1Story",5,7,1976,1976,"Gable","CompShg","CemntBd","None","0",2,2,"PConc",3,2,0,"GLQ",840,"Unf",0,200,"GasA","TA","Y","3",1060,0,0,1,0,1,0,3,1,2,6,0,1,2,"Attchd",1976,2,572,2,2,2,100,110,0,0,0,0,-1,"None",0,6,2007,"WD","Normal",129900,2,0,0,0,0,0,0,0,0,64.9923072370877,0.192307692307692,FALSE
25,20,"RL",68.1454330446035,8246,"Pave","None","IR1","Lvl","Inside","Gtl","Sawyer","1Fam","1Story",5,8,1968,2001,"Gable","CompShg","Plywood","None","0",2,3,"CBlock",2,2,1,"Rec",188,"ALQ",668,204,"GasA","Ex","Y","3",1060,0,0,1,0,1,0,3,1,3,6,0,1,2,"Attchd",1968,1,270,2,2,2,406,90,0,0,0,0,-1,"MnPrv",0,5,2010,"WD","Normal",154000,2,0,0,0,0,0,0,0,0,90.8074886779719,0.192452830188679,FALSE
26,20,"RL",110,14230,"Pave","None","Reg","Lvl","Corner","Gtl","NridgHt","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","Stone","640",3,2,"PConc",3,2,0,"Unf",0,"Unf",0,1566,"GasA","Ex","Y","3",1600,0,0,0,0,2,0,3,1,3,7,0,1,3,"Attchd",2007,3,890,2,2,2,0,56,0,0,0,0,-1,"None",0,7,2009,"WD","Normal",256300,2,0,0,0,0,0,0,0,0,119.289563667573,1,FALSE
27,20,"RL",60,7200,"Pave","None","Reg","Lvl","Corner","Gtl","NAmes","1Fam","1Story",5,7,1951,2000,"Gable","CompShg","Wd Sdng","None","0",2,2,"CBlock",2,2,1,"BLQ",234,"Rec",486,180,"GasA","TA","Y","3",900,0,0,0,1,1,0,3,1,3,5,0,0,-1,"Detchd",2005,2,576,2,2,2,222,32,0,0,0,0,-1,"None",0,5,2010,"WD","Normal",134800,2,0,0,0,0,0,0,0,0,84.8528137423857,0.2,FALSE
28,20,"RL",98,11478,"Pave","None","Reg","Lvl","Inside","Gtl","NridgHt","1Fam","1Story",8,5,2007,2008,"Gable","CompShg","VinylSd","Stone","200",3,2,"PConc",4,2,0,"GLQ",1218,"Unf",0,486,"GasA","Ex","Y","3",1704,0,0,1,0,2,0,3,1,3,7,0,1,3,"Attchd",2008,3,772,2,2,2,0,50,0,0,0,0,-1,"None",0,5,2010,"WD","Normal",306000,2,0,0,0,0,0,0,0,0,107.135428313887,0.285211267605634,FALSE
29,20,"RL",47,16321,"Pave","None","IR1","Lvl","CulDSac","Gtl","NAmes","1Fam","1Story",5,6,1957,1997,"Gable","CompShg","MetalSd","None","0",2,2,"CBlock",2,2,3,"BLQ",1277,"Unf",0,207,"GasA","TA","Y","3",1600,0,0,1,0,1,0,2,1,2,6,0,2,3,"Attchd",1957,1,319,2,2,2,288,258,0,0,0,0,-1,"None",0,12,2006,"WD","Normal",207500,2,0,0,0,0,0,0,0,0,127.753669223236,0.139487870619946,FALSE
30,30,"RM",60,6324,"Pave","None","IR1","Lvl","Inside","Gtl","BrkSide","1Fam","1Story",4,6,1927,1950,"Gable","CompShg","MetalSd","None","0",2,2,"BrkTil",2,2,0,"Unf",0,"Unf",0,520,"GasA","Fa","N","3",520,0,0,0,0,1,0,1,1,1,4,0,0,-1,"Detchd",1920,1,240,1,2,2,49,0,87,0,0,0,-1,"None",0,5,2008,"WD","Normal",68500,0,1,0,0,0,1,0,0,0,79.5235814082842,1,FALSE
31,70,"C (all)",50,8500,"Pave","Pave","Reg","Lvl","Inside","Gtl","IDOTRR","1Fam","2Story",4,4,1920,1950,"Gambrel","CompShg","BrkFace","None","0",2,1,"BrkTil",2,2,0,"Unf",0,"Unf",0,649,"GasA","TA","N","3",649,668,0,0,0,1,0,3,1,2,6,0,0,-1,"Detchd",1920,1,250,2,1,0,0,54,172,0,0,0,-1,"MnPrv",0,7,2008,"WD","Normal",40000,1,1,0,0,0,0,0,0,0,92.1954445729289,1,FALSE
32,20,"RL",42.9641760907812,8544,"Pave","None","IR1","Lvl","CulDSac","Gtl","Sawyer","1Fam","1Story",5,6,1966,2006,"Gable","CompShg","HdBoard","None","0",2,2,"CBlock",2,2,0,"Unf",0,"Unf",0,1228,"GasA","Gd","Y","3",1228,0,0,0,0,1,1,3,1,3,6,0,0,-1,"Attchd",1966,1,271,2,2,2,0,65,0,0,0,0,-1,"MnPrv",0,6,2008,"WD","Normal",149350,2,0,0,0,0,0,0,0,0,92.4337600663307,1,FALSE
33,20,"RL",85,11049,"Pave","None","Reg","Lvl","Corner","Gtl","CollgCr","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","None","0",3,2,"PConc",4,2,2,"Unf",0,"Unf",0,1234,"GasA","Ex","Y","3",1234,0,0,0,0,2,0,3,1,3,7,0,0,-1,"Attchd",2007,2,484,2,2,2,0,30,0,0,0,0,-1,"None",0,1,2008,"WD","Normal",179900,2,0,0,0,0,0,0,0,0,105.114223585583,1,FALSE
34,20,"RL",70,10552,"Pave","None","IR1","Lvl","Inside","Gtl","NAmes","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","BrkFace","None","0",2,2,"CBlock",2,2,0,"Rec",1018,"Unf",0,380,"GasA","Gd","Y","3",1700,0,0,0,1,1,1,4,1,3,6,0,1,3,"Attchd",1959,2,447,2,2,2,0,38,0,0,0,0,-1,"None",0,4,2010,"WD","Normal",165500,2,0,0,0,0,0,0,0,0,102.72292830717,0.271816881258941,FALSE
35,120,"RL",60,7313,"Pave","None","Reg","Lvl","Inside","Gtl","NridgHt","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","BrkFace","246",4,2,"PConc",4,2,0,"GLQ",1153,"Unf",0,408,"GasA","Ex","Y","3",1561,0,0,1,0,2,0,2,1,4,6,0,1,3,"Attchd",2005,2,556,2,2,2,203,47,0,0,0,0,-1,"None",0,8,2007,"WD","Normal",277500,2,0,0,0,0,0,0,0,0,85.5160803591933,0.261370916079436,FALSE
36,60,"RL",108,13418,"Pave","None","Reg","Lvl","Inside","Gtl","NridgHt","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","Stone","132",3,2,"PConc",4,2,2,"Unf",0,"Unf",0,1117,"GasA","Ex","Y","3",1132,1320,0,0,0,3,1,4,1,3,9,0,1,3,"BuiltIn",2004,3,691,2,2,2,113,32,0,0,0,0,-1,"None",0,9,2006,"WD","Normal",309000,2,0,0,0,0,0,0,0,0,115.83609109427,1,FALSE
37,20,"RL",112,10859,"Pave","None","Reg","Lvl","Corner","Gtl","CollgCr","1Fam","1Story",5,5,1994,1995,"Gable","CompShg","VinylSd","None","0",2,2,"PConc",3,2,0,"Unf",0,"Unf",0,1097,"GasA","Ex","Y","3",1097,0,0,0,0,1,1,3,1,2,6,0,0,-1,"Attchd",1995,2,672,2,2,2,392,64,0,0,0,0,-1,"None",0,6,2009,"WD","Normal",145000,2,0,0,0,0,0,0,0,0,104.206525707366,1,FALSE
38,20,"RL",74,8532,"Pave","None","Reg","Lvl","Inside","Gtl","NAmes","1Fam","1Story",5,6,1954,1990,"Hip","CompShg","Wd Sdng","BrkFace","650",2,2,"CBlock",2,2,0,"Rec",1213,"Unf",0,84,"GasA","Gd","Y","3",1297,0,0,0,1,1,0,3,1,2,5,0,1,2,"Attchd",1954,2,498,2,2,2,0,0,0,0,0,0,-1,"None",0,10,2009,"WD","Normal",153000,2,0,0,0,0,0,0,0,0,92.3688259100439,0.0647648419429453,FALSE
39,20,"RL",68,7922,"Pave","None","Reg","Lvl","Inside","Gtl","NAmes","1Fam","1Story",5,7,1953,2007,"Gable","CompShg","VinylSd","None","0",2,3,"CBlock",2,2,0,"GLQ",731,"Unf",0,326,"GasA","TA","Y","3",1057,0,0,1,0,1,0,3,1,3,5,0,0,-1,"Detchd",1953,1,246,2,2,2,0,52,0,0,0,0,-1,"None",0,1,2010,"WD","Abnorml",109000,2,0,0,0,0,0,0,0,0,89.0056178002265,0.308420056764428,FALSE
40,90,"RL",65,6040,"Pave","None","Reg","Lvl","Inside","Gtl","Edwards","Duplex","1Story",4,5,1955,1955,"Gable","CompShg","AsbShng","None","0",2,2,"PConc",-1,-1,-1,"None",0,"None",0,0,"GasA","TA","N","0",1152,0,0,0,0,2,0,2,2,1,6,0,0,-1,"None",2006,0,0,-1,-1,0,0,0,0,0,0,0,-1,"None",0,6,2008,"WD","AdjLand",82000,2,0,0,0,0,0,0,0,0,77.7174369109018,0,FALSE
41,20,"RL",84,8658,"Pave","None","Reg","Lvl","Inside","Gtl","NAmes","1Fam","1Story",6,5,1965,1965,"Gable","CompShg","Wd Sdng","BrkFace","101",2,2,"CBlock",2,2,0,"Rec",643,"Unf",0,445,"GasA","Ex","Y","3",1324,0,0,0,0,2,0,3,1,2,6,0,1,2,"Attchd",1965,2,440,2,2,2,0,138,0,0,0,0,-1,"GdWo",0,12,2006,"WD","Abnorml",160000,2,0,0,0,0,0,0,0,0,93.0483745156249,0.409007352941176,FALSE
42,20,"RL",115,16905,"Pave","None","Reg","Lvl","Inside","Gtl","Timber","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","VinylSd","None","0",2,3,"CBlock",2,2,3,"BLQ",967,"Unf",0,383,"GasA","Gd","Y","3",1328,0,0,0,1,1,1,2,1,2,5,0,2,3,"Attchd",1959,1,308,2,2,1,0,104,0,0,0,0,-1,"None",0,7,2007,"WD","Normal",170000,2,0,0,0,0,0,0,0,0,130.019229347047,0.283703703703704,FALSE
43,85,"RL",45.4608776746547,9180,"Pave","None","IR1","Lvl","CulDSac","Gtl","SawyerW","1Fam","SFoyer",5,7,1983,1983,"Gable","CompShg","HdBoard","None","0",2,2,"CBlock",3,2,2,"ALQ",747,"LwQ",93,0,"GasA","Gd","Y","3",884,0,0,1,0,1,0,2,1,3,5,0,0,-1,"Attchd",1983,2,504,2,3,2,240,0,0,0,0,0,-1,"MnPrv",0,12,2007,"WD","Normal",144000,2,0,0,0,0,0,0,0,0,95.8123165360279,0,FALSE
44,20,"RL",45.5372625071139,9200,"Pave","None","IR1","Lvl","CulDSac","Gtl","CollgCr","1Fam","1Story",5,6,1975,1980,"Hip","CompShg","VinylSd","None","0",2,2,"CBlock",3,2,2,"LwQ",280,"BLQ",491,167,"GasA","TA","Y","3",938,0,0,1,0,1,0,3,1,2,5,0,0,-1,"Detchd",1977,1,308,2,2,2,145,0,0,0,0,0,-1,"MnPrv",0,7,2008,"WD","Normal",130250,2,0,0,0,0,0,0,0,0,95.9166304662544,0.178038379530917,FALSE
45,20,"RL",70,7945,"Pave","None","Reg","Lvl","Inside","Gtl","NAmes","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","BrkFace","None","0",2,2,"CBlock",2,2,0,"ALQ",179,"BLQ",506,465,"GasA","Ex","Y","2",1150,0,0,1,0,1,0,3,1,2,6,0,0,-1,"Attchd",1959,1,300,2,2,2,0,0,0,0,0,0,-1,"None",0,5,2006,"WD","Normal",141000,2,0,0,0,0,0,0,0,0,89.1347294829574,0.404347826086957,FALSE
46,120,"RL",61,7658,"Pave","None","Reg","Lvl","Inside","Gtl","NridgHt","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","BrkFace","412",4,2,"PConc",4,2,0,"GLQ",456,"Unf",0,1296,"GasA","Ex","Y","3",1752,0,0,1,0,2,0,2,1,4,6,0,1,3,"Attchd",2005,2,576,2,2,2,196,82,0,0,0,0,-1,"None",0,2,2010,"WD","Normal",319900,2,0,0,0,0,0,0,0,0,87.5099994286367,0.73972602739726,FALSE
47,50,"RL",48,12822,"Pave","None","IR1","Lvl","CulDSac","Gtl","Mitchel","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd","None","0",3,2,"PConc",4,2,0,"GLQ",1351,"Unf",0,83,"GasA","Ex","Y","3",1518,631,0,1,0,1,1,1,1,3,6,0,1,4,"Attchd",2003,2,670,2,2,2,168,43,0,0,198,0,-1,"None",0,8,2009,"WD","Abnorml",239686,2,0,0,0,0,0,0,0,0,113.23427043082,0.0578800557880056,FALSE
48,20,"FV",84,11096,"Pave","None","Reg","Lvl","Inside","Gtl","Somerst","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","None","0",3,2,"PConc",3,2,2,"GLQ",24,"Unf",0,1632,"GasA","Ex","Y","3",1656,0,0,0,0,2,0,3,1,3,7,0,0,-1,"Attchd",2006,3,826,2,2,2,0,146,0,0,0,0,-1,"None",0,7,2007,"WD","Normal",249700,2,0,0,0,0,0,0,0,0,105.33755265811,0.985507246376812,FALSE
49,190,"RM",33,4456,"Pave","None","Reg","Lvl","Inside","Gtl","OldTown","2fmCon","2Story",4,5,1920,2008,"Gable","CompShg","MetalSd","None","0",2,2,"BrkTil",2,2,0,"Unf",0,"Unf",0,736,"GasA","Gd","Y","3",736,716,0,0,0,2,0,2,3,2,8,0,0,-1,"None",2005,0,0,-1,-1,0,0,0,102,0,0,0,-1,"None",0,6,2009,"New","Partial",113000,2,0,0,0,0,0,0,0,0,66.7532770731145,1,FALSE
50,20,"RL",66,7742,"Pave","None","Reg","Lvl","Inside","Gtl","Sawyer","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","HdBoard","None","0",2,2,"CBlock",2,2,0,"BLQ",763,"Unf",0,192,"GasA","Ex","Y","3",955,0,0,1,0,1,0,3,1,2,6,0,0,-1,"Attchd",1966,1,386,2,2,2,0,0,0,0,0,0,-1,"MnPrv",0,1,2007,"WD","Normal",127000,2,0,0,0,0,0,0,0,0,87.9886356298357,0.201047120418848,FALSE
